Lexical_Feature,Criterion,Spearman_Coefficient,p_value
global_content_overlap,Redondance,0.023034670308342026,0.8293775221283038
global_content_overlap,Langage Négatif,-0.12583854995760238,0.23727459758684086
global_content_overlap,Métaphore,0.11104185426505836,0.2974411408503789
global_content_overlap,Discours,0.01230110107274948,0.9083884012586634
global_content_overlap,L'introduction,0.028674002327668726,0.7884852382296246
global_content_overlap,La conclusion,0.19442212211646454,0.06632341020443659
global_content_overlap,Persuasivité,0.09101732145977035,0.3935656181104207
global_content_overlap,Clarté du Langage,0.11664935215052662,0.2735574913772206
global_content_overlap,Créativité du discours,0.1504754173627876,0.15687654028802994
global_content_overlap,Global,0.1618127001542805,0.12758561254650427
alliteration,Présentation du Sujet,-0.020804447788922844,0.8456822547616296
alliteration,Structure,0.07016364460036227,0.5110929254544825
alliteration,Niveau de Langue,-0.025207578678620893,0.8135609109841758
alliteration,Voix Passive,0.1326829828596464,0.21251988111874526
alliteration,Concision,0.04171384001410764,0.6962626039553907
alliteration,Redondance,0.0178193465972463,0.8676066312123212
alliteration,Langage Négatif,-0.11622953905901551,0.27529961024870264
alliteration,Métaphore,0.22659354871639767,0.03174361375688607
alliteration,Discours,0.17949066276594464,0.09049877013125618
alliteration,L'introduction,0.06425740467859804,0.5473736252773049
alliteration,La conclusion,0.19631107900230532,0.06367827679202706
alliteration,Persuasivité,0.12233739088676782,0.25068307817150365
alliteration,Clarté du Langage,-0.021031124035388316,0.8440219775336919
alliteration,Créativité du discours,0.13056676524060537,0.21996952214723406
alliteration,Global,0.11271998484480447,0.29015426730148686
anaphora,Présentation du Sujet,-0.02884836047283441,0.7872293943548765
anaphora,Structure,0.02830764452604522,0.7911257493357121
anaphora,Niveau de Langue,0.05781960370081021,0.5882935355835319
anaphora,Voix Passive,0.10074095003974409,0.3447817014844491
anaphora,Concision,0.021147790093809387,0.8431677285903456
anaphora,Redondance,0.0,1.0
anaphora,Langage Négatif,0.0637434722411382,0.5505887945153616
anaphora,Métaphore,0.12496065780361028,0.24058892650980918
anaphora,Discours,-0.07445025244148568,0.4855569436482834
anaphora,L'introduction,-0.08703282162040758,0.4146868028932169
anaphora,La conclusion,0.019909723131140117,0.8522421249904246
anaphora,Persuasivité,0.06014943232975611,0.5733249783359287
anaphora,Clarté du Langage,-0.0372638658150688,0.7273178434434342
anaphora,Créativité du discours,0.14813474837376162,0.16350312453794288
anaphora,Global,0.015028680185689005,0.8881942242002743
antimetabole,Présentation du Sujet,-0.08738489075933546,0.4127944388530711
antimetabole,Structure,-0.03733044077571265,0.7268498254459979
antimetabole,Niveau de Langue,-0.1163295921203754,0.27488374127963766
antimetabole,Voix Passive,-0.2350777079008936,0.025726009032340864
antimetabole,Concision,-0.11166921257681292,0.2947030441578488
antimetabole,Redondance,-0.0943400718210518,0.376451885687356
antimetabole,Langage Négatif,-0.22942098855718107,0.029618428835159305
antimetabole,Métaphore,-0.03132246387873166,0.769469270850808
antimetabole,Discours,0.07802552322877263,0.46478923580181253
antimetabole,L'introduction,-0.1553532058030438,0.14371347504769824
antimetabole,La conclusion,-0.007068005157742425,0.9472850741096044
antimetabole,Persuasivité,-0.013565444838298342,0.8990195490631689
antimetabole,Clarté du Langage,-0.2024836470235526,0.05562614185544016
antimetabole,Créativité du discours,-0.11174808175137822,0.2943599993023801
antimetabole,Global,-0.11548177670061067,0.27842103314531635
epanalepsis,Présentation du Sujet,-0.032411667805862,0.7616874504952235
epanalepsis,Structure,-0.10610132875199195,0.3195863667256816
epanalepsis,Niveau de Langue,-0.03289640857546243,0.7582317691493988
epanalepsis,Voix Passive,-0.014601405364981406,0.8913532661075987
epanalepsis,Concision,-0.0741186981749885,0.48750753626157217
epanalepsis,Redondance,0.004346772517173754,0.9675662666517115
epanalepsis,Langage Négatif,0.060410958176913936,0.5716558857398946
epanalepsis,Métaphore,0.015552126957909442,0.8843265208129657
epanalepsis,Discours,-0.0005888225554988268,0.9956052931312689
epanalepsis,L'introduction,-0.1093409292943295,0.30494862894360636
epanalepsis,La conclusion,-0.12239030403389509,0.25047664346698056
epanalepsis,Persuasivité,-0.050967782303124994,0.6333092889838945
epanalepsis,Clarté du Langage,-0.04078043550787263,0.7027372735123054
epanalepsis,Créativité du discours,0.07642235623703493,0.47404098738022327
epanalepsis,Global,-0.046859430827138206,0.6609698363384574
