ID,Model Output,Model,Time Spent (s),Tokens
SOU14,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-e5cFhZROxrXpgUfSrROrwa9Y on tokens per min (TPM): Limit 30000, Used 28501, Requested 2347. Please try again in 1.696s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",gpt-4o,0.0,0
CVL03,Note: 4,gpt-4o,1.09,2321
NOR12,Note: 3,gpt-4o,0.97,2382
OCM18,Note: 3,gpt-4o,8.21,1927
BFC02,Note: 3,gpt-4o,3.87,2375
CFE09,Note: 4,gpt-4o,0.77,2214
LDV08,Note: 3,gpt-4o,0.62,2479
SOU10,Note: 3,gpt-4o,6.61,2329
SOU09,Note: 3,gpt-4o,10.18,1985
ALS09,Note: 3,gpt-4o,4.6,2310
ALS11,Note: 4,gpt-4o,4.7,2501
GRE13,Note: 3,gpt-4o,0.77,2018
HES08,Note: 4,gpt-4o,0.52,2051
LDV09,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-e5cFhZROxrXpgUfSrROrwa9Y on tokens per min (TPM): Limit 30000, Used 28675, Requested 2588. Please try again in 2.526s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",gpt-4o,0.0,0
LDV07,Note: 4,gpt-4o,3.32,2205
ALS10,Note: 4,gpt-4o,4.65,2104
OCM13,Note: 2,gpt-4o,3.31,2265
HES02,Note: 4,gpt-4o,0.95,2384
HES03,Note: 3,gpt-4o,6.01,2166
NOR05,Note: 3,gpt-4o,6.01,2206
LOR03,Note: 4,gpt-4o,6.49,1950
CVL02,Note: 3,gpt-4o,3.79,2419
UPS04,Note: 4,gpt-4o,3.8,2368
HES05,Note: 3,gpt-4o,6.37,2194
SEN02,Note: 2,gpt-4o,3.17,2438
BOD12,Note: 5,gpt-4o,4.52,2253
LYO11,Note: 3,gpt-4o,4.66,2418
BOD01,Note: 4,gpt-4o,0.72,2460
SOU13,Note: 3,gpt-4o,0.72,2193
CFE02,Note: 3,gpt-4o,6.42,2398
HES01,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-e5cFhZROxrXpgUfSrROrwa9Y on tokens per min (TPM): Limit 30000, Used 30000, Requested 2437. Please try again in 4.874s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",gpt-4o,0.0,0
LOR08,Note: 4,gpt-4o,6.62,2239
LRE09,Note: 3,gpt-4o,0.84,2142
BFC06,Note: 4,gpt-4o,6.17,2403
